index_recipenlg,split
9082,train
9088,validation
9090,train
9097,train
9105,test
9109,train
9111,test
9118,train
9137,validation
9150,train
9230,train
9255,train
9295,validation
9305,train
9316,train
9346,train
9347,train
9360,train
9367,train
9377,validation
9461,train
9480,train
9495,train
9499,train
9540,train
9550,train
9577,train
9599,train
9607,train
9638,validation
9674,test
9685,train
9706,test
9717,train
9768,train
9774,train
9776,train
9823,train
9833,train
9861,train
9882,train
9900,train
9914,train
9952,train
9976,train
9981,validation
10008,test
10010,train
10031,test
10059,train
10062,train
10075,train
10081,train
10094,test
10173,train
10199,train
10209,train
10282,train
10289,validation
10322,train
10346,train
10354,train
10355,train
10369,train
10374,train
10450,train
10463,train
10473,validation
10533,validation
10534,train
10536,train
10628,train
10639,train
10688,train
10714,train
10725,train
10748,train
10753,train
10766,train
10776,train
10777,train
10785,train
10820,train
10864,train
10871,train
10891,train
10909,train
10925,validation
10959,train
10972,train
10981,train
11002,train
11028,train
11052,train
11097,train
11105,validation
11114,train
11156,train
11164,validation
11193,train
11206,test
11239,train
11264,test
11316,train
11324,train
11339,train
11346,train
11347,train
11393,train
11413,train
11424,train
11434,train
11478,train
11509,test
11572,train
11589,test
11598,train
11609,train
11613,train
11631,train
11646,train
11665,train
11666,train
11675,test
11677,train
11684,train
11709,train
11711,train
11726,train
11763,train
11814,train
11825,train
11884,train
11897,validation
11960,validation
11983,train
11992,train
12037,train
12053,validation
12088,train
12100,train
12107,train
12123,train
12126,train
12190,train
12216,train
12234,train
12235,train
12296,train
12299,train
12306,train
12307,validation
12312,train
12330,train
12378,train
12383,train
12386,train
12387,train
12392,validation
12417,train
12429,train
12440,train
12443,train
12444,train
12445,train
12450,train
12463,train
12464,train
12468,train
12472,train
12476,train
12485,test
12505,train
12550,train
12559,train
12699,train
12823,train
12840,train
12853,test
12855,train
12860,train
12887,train
12900,validation
12930,train
12941,train
12943,train
12961,train
12998,train
12999,train
13007,train
13023,train
13033,train
13046,train
13056,train
13062,test
13076,validation
13077,train
13143,validation
13145,train
13153,train
13210,train
13213,train
13215,train
13219,train
13225,train
13258,train
13261,train
13274,train
13280,train
13284,train
13287,test
13292,test
13315,train
13336,test
13340,train
13362,test
13380,train
13387,train
13395,train
13407,train
13427,train
13436,train
13451,train
13471,train
13472,train
13473,validation
13515,train
13577,train
13589,train
13602,train
13632,train
13639,test
13642,train
13731,train
13744,validation
13755,train
13761,train
13764,train
13771,train
13795,train
13797,train
13799,train
13816,test
13821,train
13859,train
13862,train
13880,train
13887,train
13904,train
13946,validation
13966,train
13997,train
14004,train
14017,train
14020,train
14045,train
14066,train
14101,train
14113,validation
14137,test
14146,train
14151,validation
14158,train
14166,test
14171,train
14215,test
14232,test
14266,train
14291,test
14304,train
14363,train
14367,train
14437,train
14457,train
14474,train
14489,test
14499,train
14501,train
14534,test
14574,test
14578,test
14583,train
14585,test
14594,train
14613,train
14634,train
14640,train
14654,train
14659,train
14683,train
14686,train
14691,train
14696,train
14699,train
14718,train
14730,train
14745,train
14757,test
14761,train
14764,train
14793,train
14807,train
14858,validation
14905,train
14908,train
14910,train
14911,train
14914,train
14937,train
14944,train
14959,train
15013,train
15025,test
15045,test
15069,train
15080,train
15084,train
15163,train
15212,train
15225,test
15250,test
15257,train
15258,train
15261,train
15277,train
15278,train
15295,train
15316,train
15366,train
15372,train
15376,test
15379,train
15401,train
15457,train
15503,train
15517,train
15527,train
15556,validation
15578,train
15582,test
15600,train
15629,train
15701,train
15758,train
15775,train
15780,train
15788,train
15792,validation
15802,test
15813,validation
15817,train
15832,train
15843,train
15858,train
15872,train
15927,train
15965,train
16005,train
16015,validation
16023,train
16045,train
16053,train
16102,test
16114,train
16132,train
16160,validation
16200,validation
16209,train
16221,train
16244,train
16246,train
16268,train
16275,validation
16285,train
16300,train
16334,train
16369,train
16378,train
16406,train
16507,train
16523,train
16603,train
16606,train
16630,test
16646,train
16659,train
16670,train
16727,train
16730,train
16746,train
16750,test
16758,train
16789,train
16814,train
16833,validation
16865,train
16923,train
16934,train
16958,train
16975,validation
16995,train
17041,train
17083,test
17087,validation
17097,test
17100,train
17103,train
17116,train
17121,train
17122,train
17157,train
17187,train
17199,train
17212,train
17217,train
17244,test
17324,train
17326,train
17328,train
17331,train
17356,train
17390,train
17399,train
17403,train
17429,train
17430,train
17442,test
17514,validation
17552,train
17577,train
17586,train
17618,test
17636,train
17690,train
17696,validation
17718,train
17752,validation
17755,train
17764,train
17822,train
17830,test
17859,validation
17869,train
17871,train
17915,train
17919,test
17932,train
17933,train
17939,train
17946,train
17952,train
18015,train
18057,train
18083,validation
18103,train
18148,train
18169,test
18183,train
18204,train
18226,train
18227,validation
18257,train
18284,test
18309,train
18310,train
18340,train
18341,validation
18349,train
18396,validation
18410,train
18424,train
18430,train
18442,validation
18469,train
18473,train
18508,train
18571,validation
18572,train
18590,train
18595,train
18659,train
18689,train
18712,validation
18748,test
18770,train
18811,train
18828,train
18829,train
18840,train
18855,train
18914,train
18920,train
18933,train
18960,train
18962,train
18982,train
18983,train
19014,train
19053,train
19057,train
19101,train
19138,train
19153,train
19201,test
19202,train
19260,train
19269,train
19281,train
19354,train
19369,train
19439,train
19481,train
19487,train
19493,train
19500,test
19529,train
19530,train
19542,train
19551,test
19572,train
19591,train
19594,train
19617,train
19659,train
19694,train
19700,train
19706,train
19719,train
19747,train
19792,train
19821,train
19827,train
19841,test
19853,train
19871,train
19884,train
19895,test
19936,train
20013,train
20043,train
20061,train
20082,train
20126,train
20136,train
20206,test
20242,train
20282,train
20295,train
20304,train
20310,train
20314,train
20321,train
20327,validation
20333,test
20355,train
20358,train
20361,test
20378,train
20398,validation
20404,train
20419,train
20466,train
20490,train
20491,train
20494,train
20496,train
20505,train
20536,train
20558,test
20561,train
20562,validation
20576,train
20580,train
20601,test
20608,train
20614,train
20660,train
20681,train
20682,train
20723,test
20726,train
20729,train
20786,train
20796,train
20842,train
20867,train
20868,train
20893,train
20910,train
20911,train
20913,train
20946,train
20982,validation
21007,train
21089,train
21134,train
21158,train
21188,train
21191,train
21201,train
21208,train
21226,train
21234,train
21252,train
21259,train
21283,test
21322,validation
21388,validation
21393,validation
21401,test
21416,train
21462,train
21463,train
21479,train
21495,train
21556,train
21579,train
21583,train
21592,test
21604,train
21630,train
21637,train
21666,train
21673,validation
21686,train
21691,train
21696,train
21757,train
21798,train
21842,train
21851,train
21854,train
21872,train
21875,test
21912,train
21929,validation
21950,train
21959,train
22018,train
22019,train
22042,train
22047,train
22065,train
22077,test
22082,train
22120,train
22156,train
22197,train
22297,train
22317,train
22321,train
22372,train
22395,train
22400,train
22427,validation
22430,validation
22433,train
22439,train
22440,train
22450,train
22458,train
22476,train
22493,train
22509,train
22522,train
22539,validation
22544,train
22632,train
22640,test
22674,test
22677,train
22698,train
22708,train
22711,test
22745,validation
22758,train
22768,train
22789,train
22807,train
22811,train
22812,validation
22837,train
22844,validation
22865,validation
22871,train
22889,train
22917,train
22925,train
22926,train
22935,train
22950,train
22951,train
22957,train
22958,train
22974,train
22987,train
23059,train
23090,train
23110,train
23112,train
23131,train
23142,train
23182,validation
23189,train
23192,train
23209,train
23225,train
23227,train
23233,train
23234,train
23237,train
23243,train
23256,train
23284,train
23288,test
23301,train
23302,train
23319,train
23321,train
23332,train
23335,train
23336,train
23388,train
23425,train
23451,train
23473,validation
23487,train
23490,train
23500,train
23504,train
23511,train
23530,train
23549,train
23557,train
23569,train
23576,train
23599,validation
23611,train
23644,train
23706,train
23735,train
23739,train
23763,train
23777,train
23790,train
23822,train
23832,train
23886,train
23920,train
23924,train
23946,train
23948,validation
23967,validation
23974,validation
24017,train
24066,train
24107,train
24153,train
24184,train
24187,validation
24227,validation
24281,train
24308,train
24316,train
24350,validation
24376,test
24380,train
24385,train
24405,validation
24418,train
24467,train
24481,test
24485,train
24489,train
24507,train
24517,train
24520,validation
24538,train
24582,test
24583,train
24594,train
24597,train
24611,train
24632,train
24671,train
24678,train
24683,train
24816,train
24834,train
24838,train
24845,train
24921,train
24922,train
24990,train
25008,train
25011,validation
25027,train
25032,train
25052,train
25066,train
25082,train
25091,train
25096,train
25119,validation
25132,train
25142,train
25174,train
25191,train
25202,train
25204,train
25206,train
25210,validation
25215,train
25237,test
25261,train
25264,train
25293,train
25307,validation
25324,train
25348,train
25354,train
25417,train
25421,train
25428,train
25465,train
25468,train
25491,train
25493,train
25500,train
25519,test
25554,train
25577,train
25614,train
25628,train
25637,train
25673,validation
25681,train
25695,train
25752,train
25765,train
25774,train
25779,test
25820,train
25831,train
25847,train
25853,train
25859,train
25867,train
25924,train
25943,train
26017,train
26056,validation
26058,train
26079,train
26086,train
26097,train
26168,train
26172,train
26173,train
26186,train
26199,train
26218,train
26241,validation
26243,train
26274,train
26277,train
26290,train
26354,train
26356,validation
26410,validation
26413,train
26454,test
26495,test
26513,validation
26543,validation
26566,train
26599,train
26632,train
26676,train
26716,test
26741,train
26746,train
26757,validation
26769,validation
26798,test
26817,train
26848,train
26865,train
26880,train
26891,train
26902,train
26904,train
26911,train
26916,train
26919,train
26939,train
26948,train
26965,train
27007,train
27024,train
27025,train
27070,validation
27074,train
27109,train
27132,train
27182,validation
27183,train
27187,train
27191,test
27193,train
27209,train
27216,train
27222,train
27258,train
27261,train
27262,test
27268,test
27269,train
27291,train
27293,train
27340,test
27352,test
27355,train
27379,validation
27404,train
27457,train
27471,train
27506,train
27515,train
27533,train
27537,train
27539,test
27559,train
27599,train
27614,train
27628,train
27632,train
27645,train
27656,train
27710,train
27761,train
27772,train
27850,train
27897,train
27924,train
27964,validation
27993,train
28039,train
28064,train
28080,train
28121,train
28135,validation
28157,validation
28174,test
28210,train
28252,train
28298,train
28325,train
28420,train
28424,train
28442,test
28446,train
28452,train
28469,train
28483,train
28485,train
28496,train
28519,train
28529,train
28552,validation
28577,validation
28588,train
28591,train
28609,validation
28613,validation
28616,train
28657,train
28671,train
28687,validation
28690,test
28693,train
28707,validation
28784,train
28821,test
28890,train
28909,validation
28923,train
28961,train
28964,train
29005,test
29029,validation
29031,validation
29044,test
29049,train
29052,train
29070,train
29081,train
29105,train
29137,train
29146,train
29184,train
29199,train
29214,train
29232,test
29261,train
29275,test
29300,train
29301,train
29327,train
29328,train
29358,train
29360,train
29365,train
29373,train
29400,train
29425,train
29437,train
29481,train
29487,validation
29506,train
29514,train
29534,validation
29548,train
29550,train
29551,train
29600,train
29613,train
29619,validation
29663,train
29668,train
29688,train
29693,train
29694,train
29717,train
29757,train
29758,train
29760,train
29772,train
29777,validation
29791,train
29792,train
29819,train
29825,train
29871,train
29874,train
29892,train
29937,validation
29954,train
29965,train
29971,validation
29993,test
30021,validation
30048,train
30076,train
30077,train
30085,train
30181,train
30197,train
30200,validation
30214,train
30222,validation
30264,train
30273,train
30313,train
30369,train
30374,train
30445,train
30491,test
30502,train
30537,train
30560,train
30567,train
30571,train
30636,train
30641,train
30653,train
30689,train
30690,train
30700,train
30735,train
30768,train
30772,train
30781,train
30805,validation
30869,train
30875,test
30891,test
30903,train
30910,train
30924,train
30931,train
30955,train
30972,train
30978,train
30981,validation
30996,train
31000,train
31007,train
31022,train
31055,train
31072,validation
31086,train
31092,train
31108,train
31177,validation
31178,train
31201,train
31210,train
31212,train
31287,train
31323,train
31365,train
31373,train
31403,test
31438,train
31462,train
31497,train
31512,train
31514,test
31559,train
31638,train
31650,train
31668,train
31676,train
31750,train
31754,train
31760,test
31788,train
31789,train
31803,validation
31820,train
31832,train
31842,train
31874,train
31931,train
31932,train
31971,test
31977,train
31981,train
32004,train
32029,train
32059,train
32085,train
32127,validation
32141,train
32143,train
32154,train
32161,train
32170,train
32183,train
32197,train
32222,train
32233,train
32255,train
32259,train
32279,validation
32305,train
32320,train
32326,train
32343,train
32345,train
32362,train
32427,train
32428,test
32450,train
32463,train
32476,train
32500,validation
32516,train
32535,train
32546,train
32606,train
32618,train
32639,test
32648,train
32663,test
32741,train
32783,train
32792,train
32822,train
32849,validation
32877,test
32879,validation
32934,train
32958,train
32959,train
32967,test
32975,train
32976,train
33007,train
33068,train
33111,test
33120,train
33148,train
33170,train
33225,train
33228,train
33249,train
33255,validation
33288,test
33326,train
33338,train
33351,test
33371,train
33381,train
33383,train
33400,train
33424,train
33437,test
33443,train
33479,train
33480,train
33498,train
33512,train
33584,train
33589,train
33617,train
33621,test
33627,validation
33659,train
33729,train
33749,train
33750,train
33776,train
33780,train
33803,train
33848,validation
33859,validation
33879,test
33898,train
33906,train
33950,train
33953,train
33962,train
33969,train
33980,train
33992,validation
34012,train
34022,train
34060,train
34072,train
34088,train
34101,train
34129,train
34131,train
34138,train
34153,train
34160,train
34161,test
34192,train
34237,train
34291,train
34379,test
34383,validation
34386,train
34395,train
34453,validation
34469,train
34535,train
34600,train
34616,validation
34628,validation
34642,train
34658,train
34659,train
34673,train
34739,test
34776,train
34795,train
34801,train
34805,train
34829,train
34839,train
34855,train
34916,train
34937,train
34942,train
34963,train
35031,test
35045,validation
35060,test
35098,train
35125,test
35147,train
35154,train
35155,train
35180,train
35198,train
35206,train
35218,train
35265,train
35303,train
35330,train
35394,train
35518,validation
35540,validation
35561,train
35600,train
35602,train
35642,validation
35657,train
35672,train
35681,train
35686,train
35687,train
35723,validation
35741,train
35756,train
35793,validation
35803,validation
35868,train
35896,train
35899,train
35935,test
35955,train
35961,test
35973,train
35982,train
35991,train
35995,train
36013,train
36047,train
36062,train
36084,test
36100,train
36105,train
36116,train
36118,train
36131,train
36135,train
36138,test
36156,train
36181,train
36185,train
36205,train
36213,train
36217,validation
36240,validation
36252,train
36272,train
36294,train
36310,train
36316,train
36364,train
36376,train
36378,train
36421,train
36422,train
36437,train
36439,train
36456,validation
36462,train
36476,train
36510,train
36520,validation
36531,train
36583,train
36589,train
36599,train
36615,test
36642,train
36652,validation
36667,test
36677,test
36690,train
36699,train
36710,train
36731,train
36732,train
36735,train
36756,train
36763,train
36767,validation
36820,train
36841,validation
36857,train
36861,validation
36877,train
36881,train
36899,test
36905,train
36916,validation
36920,train
36949,train
36986,train
36989,train
37102,train
37106,train
37168,train
37200,train
37203,test
37240,test
37245,train
37249,train
37277,train
37284,train
37285,validation
37290,test
37297,train
37316,train
37332,train
37341,test
37366,train
37408,train
37420,train
37424,train
37451,train
37452,test
37466,train
37494,train
37504,train
37515,train
37548,train
37560,train
37563,train
37602,train
37612,train
37655,train
37691,validation
37698,train
37709,train
37718,train
37725,train
37789,train
37830,train
37831,train
37834,train
37841,train
37970,validation
37980,test
37999,train
38006,train
38032,validation
38035,test
38041,train
38103,train
38113,train
38115,train
38117,train
38158,train
38159,train
38219,train
38233,train
38253,train
38259,train
38309,train
38320,train
38357,test
38364,train
38366,train
38404,train
38410,train
38444,test
38470,train
38475,train
38494,train
38528,train
38534,validation
38598,validation
38640,train
38653,train
38690,validation
38731,test
38804,train
38811,train
38818,train
38825,validation
38836,train
38885,train
38907,train
38911,train
39012,train
39037,train
39081,train
39098,train
39105,train
39110,train
39121,train
39126,validation
39131,train
39139,train
39154,train
39191,train
39210,train
39231,train
39235,train
39263,train
39296,train
39333,train
39337,train
39365,train
39400,train
39423,train
39446,validation
39463,validation
39493,train
39515,train
39522,train
39526,train
39535,train
39554,validation
39567,train
39584,validation
39610,train
39632,train
39635,train
39660,train
39684,train
39702,train
39712,train
39748,test
39765,train
39774,test
39778,test
39779,train
39787,train
39797,train
39808,validation
39815,train
39827,train
39850,train
39866,train
39889,train
39899,train
39904,train
39916,validation
39961,train
39978,test
40015,train
40038,validation
40053,train
40174,train
40183,train
40214,validation
40339,train
40369,validation
40416,test
40509,train
40519,train
40563,train
40607,train
40623,validation
40641,train
40653,train
40655,test
40684,train
40693,validation
40728,train
40790,train
40825,train
40850,train
40851,train
40855,train
40862,train
40863,train
40891,train
40922,train
40930,train
40940,train
40953,train
40996,train
41057,train
41061,train
41067,train
41088,train
41124,validation
41166,train
41168,train
41190,train
41194,train
41223,test
41239,train
41248,train
41252,train
41264,train
41274,train
41294,train
41303,train
41324,train
41356,train
41363,train
41418,train
41462,train
41476,test
41491,train
41513,validation
41552,train
41562,train
41573,train
41610,train
41617,train
41619,train
41622,train
41627,test
41646,train
41663,train
41667,train
41744,train
41829,train
41837,train
41842,test
41859,train
41918,train
41919,train
41925,test
41926,train
41937,train
41953,train
41954,train
41960,train
41979,train
42000,train
42036,train
42055,train
42059,train
42066,train
42090,train
42107,train
42142,train
42152,train
42163,validation
42168,test
42170,train
42186,train
42250,train
42283,train
42287,train
42311,train
42322,train
42337,train
42339,train
42355,train
42372,train
42412,train
42427,validation
42429,test
42451,train
42452,train
42507,train
42520,train
42534,train
42557,train
42591,train
667,train
761,train
932,train
949,train
1143,train
1242,test
1445,train
1707,train
1847,validation
1965,test
2039,train
2237,validation
2522,train
2734,train
2743,train
2748,train
3057,train
3097,train
3253,train
3461,train
3616,train
3691,train
3706,train
4366,train
4624,train
4644,validation
4734,train
5014,train
5015,train
5251,train
5339,train
5856,train
5908,train
6378,train
6384,validation
7022,train
7057,train
7242,test
7339,train
7369,train
7397,train
7556,train
7784,train
7920,train
8519,train
9054,train
9086,train
9190,train
10067,train
10238,validation
10469,train
10657,train
10934,train
11091,train
11119,train
11364,train
11660,validation
11973,validation
12229,train
12303,train
12922,train
13025,train
14000,train
14082,train
14173,train
15121,train
15249,train
15570,test
15646,train
15703,train
15757,train
15986,train
16048,train
16065,train
16086,train
16250,train
16370,train
16430,train
16607,train
16638,test
16897,train
16899,train
17272,train
17735,test
18039,train
18118,train
18567,train
18655,train
18827,train
18941,train
18968,test
19078,train
19151,train
19748,train
19787,train
20069,validation
20817,train
21420,train
21478,train
21570,train
21577,train
21677,train
21879,validation
22233,test
22536,train
22630,test
22984,train
23165,train
23443,train
23847,train
23982,train
23995,train
24011,train
24128,train
24417,train
24614,train
24934,train
25406,train
25649,train
26195,train
26244,validation
26501,train
26740,train
27046,validation
27121,train
27310,train
27763,train
28034,test
28184,train
29027,train
29257,train
29886,train
30051,train
30328,train
30350,train
30533,test
30990,train
31034,train
31361,validation
31479,train
31735,train
32145,train
32165,validation
32202,train
32294,train
32405,test
32649,train
32887,validation
33115,test
33207,train
33411,train
33595,train
33633,train
33644,train
33952,train
34677,test
35008,train
35049,train
35767,validation
36215,test
36338,train
36371,test
36610,train
37083,validation
37399,train
37426,train
37968,train
37969,train
38581,train
38729,train
38926,train
39155,test
39229,train
39275,train
39477,train
39486,train
39703,validation
39879,validation
40531,train
40560,train
40881,train
40976,train
41190,validation
41285,train
41798,train
41886,train
41997,train
42102,test
42343,train
43002,train
43027,train
43816,train
44330,train
44473,train
44532,train
44634,train
44935,train
45260,train
45262,train
46276,train
46470,train
46569,train
46841,train
47135,train
47370,train
47577,train
48005,train
48085,train
48422,train
48875,train
49017,train
49138,validation
49405,train
49441,train
49460,train
49581,train
49616,train
50124,train
50266,validation
50354,train
50581,test
50864,train
51127,train
51132,train
51147,train
51261,train
51829,train
51870,train
51901,test
52481,validation
52625,train
52833,train
53351,train
53688,train
53749,train
54198,train
54285,train
54959,train
55219,test
55467,train
55542,test
55721,train
56201,train
56527,train
56950,train
57336,train
57426,train
57479,train
57752,train
57822,train
58664,train
58678,train
59796,train
59829,train
60031,train
60078,test
60164,train
60303,train
60319,train
60476,train
60539,train
60644,train
60667,train
61549,train
61571,train
61603,train
61672,train
61738,test
61995,train
62034,train
62337,train
62566,train
62639,test
62640,train
62699,validation
62700,validation
62892,train
63366,train
63429,train
63586,test
63783,train
63922,train
63989,train
64078,train
64291,train
64371,train
64991,validation
65013,validation
66285,validation
66436,train
66564,train
66859,train
66915,train
67278,train
67472,train
67530,train
67714,test
68227,train
68228,train
68789,train
68799,train
69471,train
69922,test
69965,validation
69975,test
70013,test
70071,train
70088,train
70149,train
70170,train
70610,train
70781,train
70852,train
70974,train
72225,train
72281,train
72371,train
72375,train
72981,train
73019,train
73111,train
73218,train
73473,train
73792,train
74021,train
74165,train
74407,train
74423,train
74655,train
74728,train
74801,train
74852,train
75091,train
75519,train
75860,train
75986,train
76047,train
76450,train
76700,train
76754,train
76894,train
77304,train
77757,train
78004,test
78444,train
78636,train
78758,train
79691,train
79973,train
80034,train
80244,train
80396,validation
81140,train
81548,train
81559,validation
81932,train
82427,validation
82684,train
83177,validation
83309,train
83487,train
83648,test
83823,train
84025,train
84044,train
84077,train
84136,train
84378,train
84484,train
84923,train
84966,train
85183,train
85621,train
85771,train
86022,train
86151,train
86868,train
87000,train
87405,train
87491,validation
88015,train
88089,train
88255,train
89077,train
89178,test
89239,train
89638,train
89685,validation
90591,train
91428,train
91534,train
92152,train
92315,test
93370,test
93433,train
93632,train
93732,validation
93749,train
93833,train
93922,validation
94546,train
94902,train
94973,train
95078,validation
95270,train
95426,train
95540,train
95630,train
95669,train
95829,train
95999,train
96128,train
96129,test
96755,train
96896,test
97021,train
97045,train
97205,train
97304,train
97540,test
97601,train
97980,train
97995,train
98014,train
98392,train
98406,train
98704,train
98761,train
98819,train
98922,train
98972,train
99145,train
99290,train
99451,train
99506,train
99892,train
100273,test
100642,train
100671,train
101005,validation
101193,validation
101642,train
101789,test
101949,train
102021,train
102130,train
102143,train
102159,train
102620,train
103501,train
103660,validation
103807,validation
103858,train
104071,validation
104383,validation
104515,train
104527,train
104688,train
105061,test
105164,train
105649,train
105787,train
105867,train
106233,train
106296,train
106500,train
106752,validation
107362,validation
107384,train
107843,test
107854,train
108430,train
108538,train
108542,validation
108608,test
108660,train
108821,validation
109346,train
109457,train
109579,train
109601,train
109643,train
109668,validation
109923,train
110100,train
110226,train
110700,train
110785,validation
111700,train
111843,train
111893,validation
112057,train
112088,train
112552,train
112760,train
113057,train
113443,train
113564,validation
113847,validation
114450,train
114663,train
114733,validation
114851,train
114937,train
115049,train
115197,validation
115245,train
115483,train
115963,train
116161,validation
116456,train
116886,test
118050,train
118182,train
118287,train
118420,train
118430,test
118550,train
119066,train
119414,train
119429,train
119576,train
119600,train
119998,test
120103,train
120269,train
120728,train
120838,train
120859,train
121024,validation
121302,train
121407,train
121833,train
122026,test
122071,train
122282,train
122527,train
122692,train
122808,train
122862,train
123228,train
123605,train
123997,validation
124227,train
124231,train
124332,train
124355,train
124556,train
124655,train
125287,train
125699,train
126250,test
126723,train
127333,test
127384,train
127802,train
127811,train
127845,train
128908,train
128970,train
129031,test
129033,validation
129057,train
129186,train
130105,train
130113,train
130191,train
130261,test
130580,train
130867,train
130873,train
130898,train
131213,train
131281,train
131704,train
132320,train
132600,train
132707,test
132831,train
132996,train
133074,train
133094,train
133109,train
133659,validation
133678,train
133822,train
133899,train
133951,train
134200,validation
134223,validation
134419,train
134680,train
134770,train
134936,test
134954,train
135886,test
136150,train
136258,train
136525,train
136576,test
136718,validation
136813,train
137119,train
137388,train
137683,train
137794,train
138561,train
138770,validation
138855,train
138949,validation
139119,train
139289,train
139338,train
139365,train
139380,train
139401,train
139766,train
139988,train
140020,train
140172,train
140784,validation
140820,test
140821,train
140898,train
141120,train
141233,test
141843,train
141958,train
142078,train
142285,train
142368,train
142424,train
142798,train
142832,train
143175,train
144049,train
144913,test
144915,train
144953,validation
144959,train
144964,train
145537,test
145747,train
145777,validation
145934,train
145997,validation
146159,train
146236,train
146278,train
146284,test
146337,test
146588,validation
146710,validation
147077,train
147094,train
147273,train
147275,train
147307,train
147434,train
147435,train
147684,train
148385,train
148695,train
149026,train
149530,train
149651,train
149825,train
150086,train
150185,train
150620,train
150824,train
150870,train
151128,train
151177,train
151552,test
152146,test
152233,train
152264,train
152270,train
152425,train
152464,test
152895,train
153242,train
153628,train
153818,test
154641,train
154758,train
154809,train
154842,train
155580,train
155676,train
155740,test
155817,test
155941,validation
156657,train
156876,validation
156973,train
157172,train
157707,train
158048,train
158446,train
158491,train
158610,train
158931,validation
158975,train
159216,train
159396,train
160381,train
160455,train
160510,train
160662,train
160943,train
161137,train
161398,validation
161628,train
161827,train
162012,validation
162033,train
162089,train
162193,validation
162393,train
163048,train
163117,train
163441,train
163546,train
163628,train
163902,train
164071,train
164131,train
164521,train
164606,train
164637,train
164754,train
165106,test
165561,train
165571,train
165756,train
165772,train
165895,test
165975,train
165995,test
166024,train
166038,train
166464,train
166778,validation
166780,train
167103,train
167170,train
167287,train
167334,test
167759,train
168194,train
168368,train
168500,train
168830,test
168961,train
169064,train
169559,validation
169800,train
170000,train
170244,train
170463,train
170584,train
171229,test
171785,train
171939,train
172172,test
172327,train
172611,train
172741,train
172884,test
173161,train
173260,train
173380,validation
173853,train
174230,train
174352,validation
174586,train
174643,train
174674,test
174686,train
174847,train
175166,validation
175355,validation
175553,train
176110,train
176251,train
176279,train
176456,train
176657,train
177133,train
177271,train
177367,train
177518,train
177678,train
177749,train
177794,train
178013,train
178099,train
178179,train
178585,test
178858,train
179214,test
180049,train
180052,train
180132,validation
180274,train
180678,train
181084,train
181179,train
181237,train
181646,train
182119,train
182325,train
182459,test
182464,train
182524,train
183114,validation
183295,train
183408,train
183805,train
184894,train
185508,train
185823,train
185907,test
186034,train
186420,train
186719,train
187115,train
187205,validation
187236,train
187391,train
187439,validation
187598,train
187708,train
188063,train
188269,validation
188357,train
188421,validation
188708,train
188900,train
188906,validation
189238,train
189361,train
189402,train
189615,train
189635,train
189909,train
190806,train
190860,train
190907,train
191577,train
191637,train
191843,validation
191863,train
191997,train
192013,test
192247,train
192365,test
192602,train
192721,train
192796,train
192829,train
192981,train
193381,train
193383,train
193424,train
194025,train
194149,train
194150,train
194336,train
194549,test
194734,train
194797,test
194899,train
195036,train
195145,train
195152,train
195226,train
195314,train
195953,train
196206,train
196351,train
196393,train
196504,train
196533,validation
197328,train
197644,train
198133,train
198251,train
198346,train
198374,train
198488,train
198556,train
198863,test
199040,test
199072,train
199284,train
199568,train
199640,train
199998,train
200025,train
200095,test
200151,train
200190,train
200765,train
200784,train
201227,train
201419,test
201423,train
201508,train
201541,train
201567,train
201731,train
201850,train
201929,train
202107,validation
202155,train
202188,train
202386,train
202546,train
203134,train
203511,train
204049,train
204092,train
204380,train
204489,validation
204515,train
204516,train
204714,train
204895,validation
204939,train
204994,train
205105,train
205601,train
205791,train
206095,train
206420,train
206433,train
206932,train
206977,train
206989,train
207562,train
207739,test
207896,test
207951,validation
207962,train
208233,train
208366,train
208883,train
208940,train
209433,train
209832,train
209912,train
210060,train
210187,test
210555,train
210707,train
211190,test
211354,train
211471,train
211727,train
212338,train
212572,validation
212643,train
212716,train
212837,train
213036,train
213147,test
213328,train
213384,train
213440,train
213571,train
213613,test
214014,train
214670,train
214819,train
214889,train
215717,train
216536,validation
216610,train
217518,validation
217736,train
217833,train
217929,train
218411,train
218569,test
218832,train
219056,train
219065,train
219074,train
219440,train
219608,train
220113,train
220384,train
221006,train
221195,train
221216,train
221300,train
221741,test
221940,train
222059,train
222352,train
222382,train
222426,train
222610,train
222899,train
223337,train
223492,train
223684,validation
223730,validation
223774,train
224153,train
224388,test
224645,train
224695,validation
224952,train
225190,test
225267,train
225553,test
225732,train
226080,train
226956,test
226992,train
227749,train
227826,train
227934,train
228140,test
228371,train
228454,train
228533,train
228548,train
229037,train
229414,train
229971,train
230095,test
230237,train
230341,train
230863,test
231054,train
231086,validation
231584,train
231627,validation
231943,train
231948,test
232097,train
232194,train
232800,train
233290,train
233750,train
233848,train
234265,train
234399,train
234403,train
234668,train
234783,train
234808,train
234874,train
234936,train
234989,train
235278,train
235535,validation
235785,train
235956,train
236279,train
236372,train
236412,train
236642,train
236709,train
236714,train
236923,train
237153,train
237299,train
237351,train
237718,test
237775,train
238135,train
238203,test
238317,train
238363,train
238517,train
238910,validation
239160,train
239442,train
240036,train
240145,test
240195,train
240220,train
240223,validation
240469,train
240475,train
240738,train
240753,train
240983,validation
241133,train
241296,validation
241375,train
242104,train
242114,test
242589,train
